"","SITE_ID","VISIT_NO","MMI_BENT","OE_SCORE"
"576","WYS9-0930",1,32.48,1.048344887
"577","MNS9-0927",1,32.27,1.101592393
"578","MNLS-1105",1,49.32,0.895211619
"579","NHR9-0904",1,20.32,0.440364484
"580","CTS9-0916",1,60.68,0.968667682
"581","VTRF-0003",1,58.53,1.165361191
"582","UTS9-0927",1,6.63,0.35999973
"583","MTLS-1131",1,17.05,0.58172319
"584","ILLS-1069",1,35.4,0.859028742
"585","IDR9-0901",2,24.35,0.594660598
"586","NERF-0005",1,40.35,0.505490416
"587","NES9-0926",1,41.7,0.583303909
"588","TXRO-1080",1,54.7,1.311433732
"589","INS9-0918",2,31.97,0.466114487
"590","NYS9-0934",1,36.3,0.693900182
"591","MOLS-1088",1,21.87,0.823966246
"592","OHRF-0003",1,79.18,0.875208778
"593","NJSS-1077",1,77.53,0.979450719
"594","WYRO-1032",1,52.27,0.997160693
"595","IDRO-1039",1,54.58,0.843981875
"596","MNR9-0914",1,42.72,0.827073068
"597","MNRO-1055",1,54.73,0.832837164
"598","NVLS-1067",1,54.08,0.887627358
"599","SDS9-0942",1,77.13,1.094851423
"600","ILSS-1130",1,21.62,0.496022439
"601","KYR9-0905",1,8.1,0.496749479
"602","MOS9-0937",1,41.88,0.872095805
"603","MTS9-0928",1,52.07,1.121757008
"604","PARM-1004",1,37.4,0.731499611
"605","PARM-1008",1,72.77,1.101224798
"606","MNRF-0008",1,58.95,0.847230711
"607","WYRO-1036",1,29.85,0.763152575
"608","KYS9-0925",1,9.67,0.237833461
"609","KYRF-0002",1,60.77,1.006024917
"610","IDRO-1031",1,56.78,0.748917107
"611","UTLS-1058",1,28.4,0.426480476
"612","TXR9-0914",1,50.38,1.159684434
"613","NYLS-1121",1,49.45,1.043601758
"614","NCR9-0905",1,16.62,0.966771238
"615","NCLS-1038",1,43.28,1.120621006
"616","KYS9-0920",1,17.63,0.469727018
"617","WYS9-0935",1,39.65,0.808929965
"618","IDRM-1023",1,53.05,0.905649674
"619","IDRO-1029",1,51.38,0.511119323
"620","NELS-1073",1,40.28,0.294790203
"621","NCRF-0004",1,5.88,0.607829173
"622","ORLS-1093",1,67.3,1.198234577
"623","NYR9-0910",1,15.18,0.437840043
"624","KYRF-0001",1,53.27,0.662820302
"625","OKS9-0937",1,39.75,1.019927331
"626","ARR9-0908",1,32.67,0.86046761
"627","OKRO-1086",1,52.18,0.911090589
"628","IDRO-1036",1,48.27,0.4486984
"629","DER9-0903",2,19.48,1.09025262
"630","CAS9-0918",1,71.23,1.224753144
"631","KYSS-1077",1,3.87,0.108843197
"632","NYS9-0931",1,47.37,0.931164682
"633","NCR9-0901",1,1.97,0.156297331
"634","ILR9-0902",2,30.88,0.480490864
"635","ARLS-1046",1,64.97,1.325618406
"636","TXS9-0934",1,39.72,1.157829964
"637","OKRM-1004",1,50.28,0.906385141
"638","OKLS-1182",1,13.12,0.423140798
"639","MNR9-0918",1,49.92,0.473031707
"640","MNRM-1011",1,29.9,0.415983113
"641","MILS-1058",1,54.65,1.09973605
"642","SDS9-0939",1,23.4,0.683707785
"643","VTRS-1002",1,73.33,0.912922243
"644","DERO-1005",1,14.38,0.761691627
"645","ORLS-1097",1,66.05,1.185280484
"646","NYRO-1058",1,18.02,0.582731338
"647","WIS9-0927",2,33.9,0.770757736
"648","WILS-1090",1,52.85,0.575249114
"649","KYS9-0923",1,7.67,0.397628433
"650","MISS-1134",1,28.12,0.814597745
"651","ARS9-0944",2,49.32,0.8202674
"652","NES9-0921",2,70.27,1.087186618
"653","VARF-0005",1,54.88,0.712198468
"654","MTRO-1062",1,98.3,1.046342553
"655","TXRM-1010",1,31.45,1.175261284
"656","MNLS-1094",1,3.97,0.434355535
"657","NYSS-1238",1,18.8,0.384078524
"658","VTRS-1003",1,60.85,1.228372059
"659","WASS-1145",1,72.72,1.341944279
"660","ILRF-0002",1,61.3,0.676842063
"661","KYLS-1054",1,4.53,0.283447885
"662","CAS9-0927",1,68.78,0.864245147
"663","CAS9-0916",2,71.9,0.88608671
"664","MNR9-0910",1,33,1.130935229
"665","ORS9-0932",2,63.22,1.114078795
"666","NHSS-1068",1,50.1,1.028280402
"667","KYLS-1053",1,21.43,0.611481722
"668","NYRO-1057",1,62.52,1.04584751
"669","KYSS-1078",1,35.85,0.221799114
"670","DESS-1090",1,33.83,1.063186795
"671","NYSS-1237",1,35.08,0.741155831
"672","PARM-1006",1,69.47,1.040425533
"673","KYS9-0926",1,11.98,0.336926843
"674","OHR9-0905",1,0,0.155087223
"675","MTS9-0923",2,68.88,1.157026972
"676","MILS-1060",1,64.12,1.375770234
"677","OKS9-0932",2,34.88,0.926525806
"678","KSS9-0938",1,18.77,0.753418587
"679","IAS9-0918",2,26.42,0.410137459
"680","SDS9-0937",1,45.17,0.88806684
"681","MIS9-0937",1,46.77,1.291647521
"682","OHR9-0902",1,27.52,0.538037651
"683","NYLS-1118",1,63.05,1.013626846
"684","MORF-0007",1,46.48,0.664613656
"685","MTS9-0944",1,64.12,1.273379567
"686","MNLS-1097",1,23.38,0.832650435
"687","MNS9-0927",2,34.07,1.514689541
"688","KSRS-1338",1,34.53,0.814290062
"689","OKRM-1001",1,49.3,1.032898511
"690","ORS9-0933",1,79.63,1.173327557
"691","SDSS-1186",1,15.15,0.477684655
"692","TXRO-1074",1,65.18,0.843212082
"693","WILS-1087",1,22,0.755631378
"694","WIS9-0924",1,2.28,0.151865097
"695","NHSS-1067",1,58.52,0.863895441
"696","MORF-0003",1,53.98,0.999457716
"697","DES9-0908",1,42,1.274385232
"698","NYR9-0915",1,10.37,0.232816075
"699","WYS9-0932",1,47.83,0.640988491
"700","WYRO-1038",1,43.7,0.711666006
"701","WAS9-0915",1,34.93,0.907445307
"702","PAR9-0903",1,29.57,0.728827087
"703","OKRF-0001",1,34.23,0.873184571
"704","MIS9-0932",1,27.5,0.676518723
"705","OHR9-0903",1,36.92,0.919061361
"706","IDRM-1013",1,60.67,1.064586675
"707","ORSS-1168",1,62.1,1.008910332
"708","KSS9-0936",1,29.47,1.400142614
"709","MTS9-0946",1,93.67,1.475933729
"710","WILS-1088",1,71.92,0.962667269
"711","TXLS-1123",1,48.28,1.171722192
"712","SDR9-0904",1,24,0.832228478
"713","CTS9-0916",2,59.48,0.922540649
"714","ARS9-0949",1,34.63,0.976187198
"715","ARS9-0950",1,7.95,0.281620437
"716","MORF-0008",1,58.62,1.483233145
"717","MTSS-1292",1,78.77,1.562832508
"718","PARO-1050",1,58.18,1.102832045
"719","IDR9-0913",1,66.03,0.889881679
"720","NYS9-0927",1,26.25,0.604110204
"721","ORSS-1173",1,73.98,0.899703333
"722","MISS-1137",1,51.8,1.239689807
"723","KYR9-0905",2,9.52,0.33116632
"724","CAS9-0919",1,56.37,0.75004356
"725","CAS9-0924",1,82.7,0.947680771
"726","WISS-1166",1,27.47,0.146498375
"727","MNR9-0903",1,44.95,0.865630047
"728","NYSS-1253",1,38.75,0.62357747
"729","WAS9-0925",1,26.95,0.817328336
"730","KYS9-0925",2,10.57,0.713500384
"731","MTSS-1265",1,34.23,0.891948344
"732","UTR9-0901",2,42.75,0.553646895
"733","UTRM-1009",1,49.43,0.706280141
"734","NCSS-1081",1,36.2,0.821741101
"735","KYS9-0921",1,23.62,1.177197516
"736","NYS9-0923",2,0,0.194787504
"737","WYSS-1197",1,5,0.0787
"738","NYS9-0924",2,18.92,0.623095447
"739","WYS9-0927",1,53.25,1.198106483
"740","WYLS-1091",1,70.25,1.158204149
"741","PAS9-0917",1,19.73,0.368278859
"742","ORR9-0912",2,6.23,0.318610726
"743","PARO-1052",1,15.02,0.315718211
"744","KSRS-1301",1,20.88,0.981506578
"745","KYRO-1032",1,31.08,0.108737396
"746","WIS9-0926",1,44.22,0.390906359
"747","IDRO-1050",1,43.8,1.104058544
"748","CAR9-0903",1,34.4,0.708903551
"749","PAR9-0905",1,34.02,0.985837726
"750","VAR9-0911",1,55.42,0.928099738
"751","WYLS-1087",1,37.32,1.119869892
"752","WYLS-1094",1,45.1,0.856768793
"753","ARR9-0909",1,47.82,0.851295366
"754","MTS9-0931",1,54.22,1.132121822
"755","TXR9-0917",1,23.13,0.674138233
"756","PAR9-0908",1,53.72,1.202348625
"757","CAS9-0917",1,71.42,0.839751828
"758","SDR9-0907",1,39.9,0.779844645
"759","IDR9-0904",1,49.4,1.048370212
"760","IDRM-1009",1,38.72,0.832673177
"761","IDRM-1021",1,50.85,1.046649102
"762","IDRM-1024",1,27.12,0.518382229
"763","IDRM-1002",1,41.33,0.843018124
"764","PAR9-0902",2,25.85,0.513927479
"765","NHR9-0902",2,33.05,0.706944571
"766","KSRS-1317",1,52.97,1.343499749
"767","KSRS-1313",1,34.87,0.94856992
"768","GAS9-0914",2,41.45,0.645511139
"769","GAS9-0925",2,28.27,0.703949998
"770","KYR9-0907",1,68.98,1.289172643
"771","MNRO-1051",1,45.75,1.139547932
"772","MIS9-0935",1,12.37,1.111335216
"773","CTSS-1079",1,46.25,0.832021435
"774","ARLS-1048",1,43.63,0.722696389
"775","TXR9-0910",1,42.25,1.187607276
"776","VAR9-0906",1,45.27,0.973805143
"777","WIS9-0933",1,16.37,0.477245904
"778","MTLS-1133",1,64.12,1.288123929
"779","WYSS-1201",1,29.3,1.113169595
"780","SDRM-1001",1,47.58,0.888515741
"781","DERO-1002",1,21.73,0.981353226
"782","ARRO-1022",1,2.03,0.431907454
"783","MTSS-1262",1,70.53,1.299359109
"784","WASS-1136",1,69.47,1.204580851
"785","MIS9-0925",1,41.78,1.062626469
"786","KYLS-1056",1,36.63,0.855622907
"787","TXR9-0909",1,37.55,0.92417416
"788","PAR9-0911",1,21.02,0.612700933
"789","ORR9-0902",1,30.7,0.870963482
"790","MNRM-1007",1,63.33,0.971804198
"791","ARS9-0945",1,26.83,0.800457354
"792","ARRM-1003",1,42.83,1.052700244
"793","MNLS-1091",1,16.82,1.188012776
"794","NYSS-1251",1,44.98,0.663626132
"795","NYR9-0902",1,70.03,1.18747269
"796","NYSS-1252",1,39.57,0.582341854
"797","VARS11-131",1,62.8,0.813715432
"798","NYR9-0909",1,47.7,0.672301819
"799","ORRO-1060",1,4.77,0.305262354
"800","PALS-1087",1,49.95,1.044835274
"801","KSRS-1343",1,41.67,0.862315233
"802","KSRS-1278",1,27.67,1.078670386
"803","CTSS-1080",1,52.25,0.814177018
"804","MTSS-1260",1,46.48,0.923491121
"805","GALS-1055",1,39.83,0.578055411
"806","VAR9-0903",1,70.67,1.161001001
"807","NYRO-1050",1,50.98,1.069091339
"808","TXLS-1118",1,7.25,0.769364268
"809","LARF-0002",1,38.2,1.058728052
"810","WIS9-0924",2,5,0.151865097
"811","WARF-0105",1,51.53,0.919061635
"812","OHR9-0902",2,34.38,0.691762694
"813","WAS9-0923",1,69.57,1.208436254
"814","NHLS-1044",1,72.53,1.137634669
"815","PALS-1086",1,45.87,0.865892808
"816","NYR9-0908",1,29.98,0.635951829
"817","GALS-1051",1,70.02,0.562200031
"818","VARS11-113",1,50.17,1.177528551
"819","IDS9-0922",1,31.98,0.627480405
"820","TXRM-1004",1,58.52,1.151852816
"821","WARF-0104",1,58.48,0.977238993
"822","ARR9-0901",1,36.58,0.454137491
"823","WIS9-0934",1,23.9,0.647414327
"824","ARRM-1005",1,32.8,0.34113078
"825","ARRM-1001",1,25.48,0.113534373
"826","IDLS-1063",1,30.57,0.961489267
"827","NYS9-0930",1,1.03,0.209540021
"828","NYS9-0935",1,62.8,0.976867487
"829","NYR9-0901",1,33.43,0.337504613
"830","ILRO-1025",1,26.47,0.753031848
"831","NYRM-1005",1,53.47,0.936666785
"832","NYRO-1055",1,8.15,0.220159948
"833","IDRO-1047",1,22.68,0.805386991
"834","IDR9-0911",1,24.15,0.595611401
"835","NYR9-0903",1,8.33,0.418997294
"836","KSS9-0938",2,30.93,0.753418587
"837","NYR9-0911",1,38.82,0.79414288
"838","UTS9-0927",2,41.08,0.59999955
"839","VARS11-112",1,43.48,1.031410655
"840","KYRM-1007",1,32.18,0.74295703
"841","NJSS-1085",1,61.4,0.980464248
"842","UTRM-1002",1,25.63,0.389154683
"843","WALS-1069",1,72.8,1.092707244
"844","NCRF-0001",1,49.55,0.915921612
"845","TXRO-1081",1,32.13,1.311667505
"846","VAR9-0904",1,30.48,0.609686094
"847","WIS9-0925",1,28.27,0.56355734
"848","COR9-0908",1,59.77,1.122767133
"849","SDS9-0942",2,26.02,0.895787528
"850","KSR9-0907",1,32.3,0.95625755
"851","NYS9-0933",1,42.37,0.635992225
"852","NYLS-1120",1,21.88,0.744509251
"853","WARF-0103",1,30.02,0.618024335
"854","PARF-0002",1,50.82,1.108697058
"855","RILS-1026",1,44.98,0.31836023
"856","NYR9-0912",1,0.17,0.209131729
"857","NYRO-1053",1,5.6,0.352531395
"858","MTRM-1008",1,17.15,0.300829293
"859","NHLS-1045",1,71.95,1.191180901
"860","KSRS-1348",1,31.98,1.048395646
"861","MOS9-0930",1,14.82,0.765789865
"862","MOS9-0937",2,19.68,0.784886225
"863","NCSS-1086",1,74.37,1.12956902
"864","PARO-1053",1,58.58,1.148089293
"865","SDR9-0902",1,30.33,1.210344631
"866","TXR9-0918",1,60.88,0.99488407
"867","UTRM-1001",1,43.53,0.519146441
"868","KYRM-1003",1,22.95,0.738269941
"869","MTRM-1004",1,46.73,0.747519068
"870","NYRM-1003",1,22.43,0.405173097
"871","MILS-1056",1,47.97,0.947186982
"872","KYLS-1062",1,44.77,1.194780782
"873","PASS-1163",1,59.43,0.783376808
"874","WARO-1040",1,41.78,1.111258864
"875","NYSS-1236",1,45.47,0.675848509
"876","WARF-0106",1,46.9,0.950130977
"877","VAR9-0902",1,46.87,0.831555456
"878","WIS9-0930",1,27.93,0.521949605
"879","MTR9-0901",1,60.67,0.84767959
"880","TXRM-1002",1,37.67,0.831555451
"881","UTR9-0905",1,24.13,0.478042777
"882","OHLS-1073",1,8.18,0.259397175
"883","WARF-0102",1,77.23,1.244673377
"884","NYLS-1117",1,44.13,0.922238887
"885","NYR9-0904",1,24.23,0
"886","WARF-0101",1,60.73,0.930389398
"887","MORO-1045",1,33.57,1.36100444
"888","NYR9-0913",1,38.55,0.473210226
"889","VAR9-0911",2,47.88,1.005441383
"890","ORRF-0106",1,54.95,0.984437276
"891","MIS9-0938",1,30.95,1.04476684
"892","OKR9-0902",2,29.1,1.001401954
"893","ARR9-0902",1,21.63,0.756023633
"894","KSRS-1255",1,47.35,1.306231886
"895","WIS9-0936",1,41.98,0.87976526
"896","IDRO-1049",1,2.92,0.31997361
"897","NYR9-0902",2,46.63,0.964821561
"898","GASS-1079",1,36.17,0.840099183
"899","TXRF-0009",1,33.33,1.151678986
"900","VAR9-0906",2,52.78,1.217256429
"901","OKSS-1405",1,48.95,1.031969795
"902","MORO-1044",1,52.43,0.740605453
"903","ALR9-0901",2,27.22,0.495229541
"904","CAR9-0909",1,30.03,0.417766277
"905","KSRS-1324",1,27.87,1.132071249
"906","SDSS-1194",1,3.07,1.142462015
"907","RISS-1080",1,43.83,0.743974695
"908","NYRM-1001",1,13.4,0.369581647
"909","GASS-1081",1,51.95,0.811324535
"910","ORRF-0104",1,43.6,0.956738391
"911","VARS11-111",1,32.5,0.350361386
"912","WAS9-0915",2,50.17,0.837641822
"913","TXS9-0931",1,23.38,0.902476905
"914","ARRM-1002",1,25.78,0.324056645
"915","COR9-0905",1,38.73,0.599296072
"916","ALRF-0002",1,30.87,0.779523915
"917","ARR9-0903",1,16.63,0.361233681
"918","MOR9-0911",1,36.83,0.579016803
"919","WILS-1093",1,61.13,0.816323205
"920","MTRM-1007",1,55.95,1.118159427
"921","IDR9-0908",2,49.08,0.890283489
"922","NYR9-0901",2,54.63,1.012513838
"923","TXRF-0004",1,53.8,0.949222855
"924","WARO-1044",1,52.42,1.120288848
"925","ARR9-0901",2,12.97,0.454137491
"926","ORRF-0105",1,44.53,0.607041562
"927","TXRM-1006",1,22.92,0.659787816
"928","NYRO-1054",1,31.13,0.712656123
"929","WIS9-0932",1,39.08,1.058159794
"930","ORLS-1096",1,60.45,1.313289322
"931","ORRO-1058",1,25.32,0.400377075
"932","MOR9-0909",1,39.58,0.854360146
"933","ALS9-0920",1,34.52,0.996521332
"934","NCRF-0003",1,81,1.300233152
"935","ALSS-1066",1,62.13,0.883216174
"936","NCR9-0909",1,43.58,0.938972039
"937","NCR9-0908",1,12.2,0.886470034
"938","COLS-1065",1,64.03,0.834313672
"939","ORRF-0101",1,28.3,0.718124418
"940","CORM-1003",1,48.9,0.963520082
"941","ORRF-0102",1,52.88,1.247115359
"942","ALS9-0921",1,39.27,0.89149109
"943","RISS-1081",1,55.45,0.900097445
"944","NYSS-1242",1,71.65,1.157657634
"945","NYSS-1255",1,27.2,0.721373273
"946","WISS-1168",1,55.97,0.559790264
"947","KSRS-1330",1,68.48,1.392177811
"948","COS9-0931",1,60.63,0.962792997
"949","COSS-1109",1,23.7,0.870433379
"950","ARS9-0945",2,27.87,0.800457354
"951","MOLS-1085",1,19.63,1.07204446
"952","NYRM-1007",1,21.93,0.355179879
"953","MOR9-0910",1,44.62,0.813769416
"954","MTR9-0901",2,45.52,0.84767959
"955","CORM-1002",1,46.15,1.206992359
"956","ARSS-1091",1,2.93,0.540850553
"957","OHLS-1068",1,12.65,0.238108192
"958","ORR9-0908",1,40.63,1.124503385
"959","VAR9-0905",1,74.2,1.2364434
"960","KSS9-0934",1,38.63,1.14087941
"961","RISS-1082",1,50.7,0.900461645
"962","COR9-0908",2,52.67,1.01049042
"963","VARS11-139",1,61.35,1.122324502
"964","AZRM-1004",1,36.62,0.367184026
"965","NYS9-0929",1,44.82,0.483055391
"966","PAR9-0906",1,57.35,1.01121817
"967","WISS-1165",1,20.7,0.205689714
"968","MOS9-0932",2,24.8,0.933075749
"969","NHRF-0003",1,76.02,0.964109464
"970","CAR9-0903",2,57.42,1.063355327
"971","COLS-1068",1,43.88,0.942348591
"972","MTRO-1064",1,73.85,1.163905421
"973","NYLS-1115",1,6.8,0.368100885
"974","TXRF-0005",1,49.17,1.480021497
"975","ORR9-0904",1,40.67,0.949194171
"976","PARM-1007",1,51.65,0.739187687
"977","VARS11-129",1,51.57,1.259481074
"978","ARR9-0907",1,11.2,0.634053502
"979","ARRO-1023",1,14.43,0.692622865
"980","WARO-1041",1,39.65,0.730060086
"981","NCRF-0005",1,45.45,0.942479729
"982","WILS-1092",1,53.97,0.860114812
"983","NCR9-0907",2,13.73,0.762238732
"984","MASS-1073",1,22.05,0.511558961
"985","UTR9-0903",1,14.23,0.61184469
"986","ARR9-0902",2,17.65,0.324010128
"987","GASS-1082",1,39.03,0.939045073
"988","GASS-1077",1,20.6,0.5956446
"989","MARO-1020",1,13.1,0.449621524
"990","MARO-1021",1,15.62,0.2948367
"991","MAS9-0916",1,37.83,0.332412586
"992","AZR9-0913",1,22.78,0.305646634
"993","AZRM-1001",1,23.6,0.71425409
"994","AZLS-1054",1,46.62,0.617781359
"995","AZR9-0904",1,51.78,1.239928709
"996","AZRO-1031",1,57.95,1.429548204
"997","FLS9-0917",1,25.37,0.785092673
"998","FLS9-0921",1,26.3,1.051087227
"999","NMSS-1081",1,33.68,0.913821052
"1000","TXSS-1209",1,23.88,1.09928737
"1001","FLR9-0902",1,21.75,0.766171751
"1002","AZSS-1111",1,21.63,0.861971366
"1003","FLSS-1069",1,26.13,0.973272626
"1004","NMR9-0906",1,5.57,0
"1005","TXR9-0905",1,33.7,0.795582332
"1006","FLR9-0901",1,43.38,1.005134785
"1007","NMS9-0926",1,24.98,0.476633728
"1008","FLSS-1068",1,80.75,0.756189627
"1009","GARO-1038",1,46.38,1.12068704
"1010","ALS9-0917",1,39.55,0.678333491
"1011","NMRM-1002",1,64.18,1.056116199
"1012","NMS9-0920",1,53.58,0.845163905
"1013","AZLS-1048",1,35.48,0.836653893
"1014","AZLS-1063",1,37.22,0.560615575
"1015","AZSS-1121",1,8.18,0.983408177
"1016","FLR9-0903",1,30.52,1.147976311
"1017","TXR9-0923",1,6.42,0.509154182
"1018","TXSS-1205",1,7.87,0.556999662
"1019","MSS9-0913",1,9.42,0.344791749
"1020","NMR9-0903",1,27.68,1.378474699
"1021","NMLS-1045",1,23.82,0.445434623
"1022","FLRF-0001",1,82.82,1.243440748
"1023","FLLS-1049",1,30.65,0.710578353
"1024","FLS9-0919",1,47.97,1.000899601
"1025","FLS9-0922",1,48.32,1.32284512
"1026","FLS9-0923",1,33.6,0.765288741
"1027","MSLS-1038",1,34.37,0.0777
"1028","NMSS-1085",1,35.23,0.828986601
"1029","MSR9-0901",1,44.87,0.924162715
"1030","TXRO-1079",1,17.7,0.900971763
"1031","MSLS-1040",1,60.45,1.197390796
"1032","NMR9-0901",1,36.8,0.826029339
"1033","FLRO-1024",1,39.35,0.99796644
"1034","TXRF-0001",1,68.47,0.850311765
"1035","TXRF-0003",1,49.52,0.826738371
"1036","FLS9-0918",1,47.72,1.073071978
"1037","FLS9-0915",1,37.52,1.007915532
"1038","KSRF-0005",1,12.8,0.677128803
"1039","TXRF-0007",1,16.67,0.143348621
"1040","ALR9-0905",1,88.73,1.298460548
"1041","KSRS-1260",1,42,1.434449195
"1042","MSS9-0916",1,56.35,0.985797824
"1043","NMRF-0009",1,26.07,1.013888534
"1044","NMRO-1028",1,28.62,0.796426716
"1045","UTS9-0929",1,43.02,0.615283018
"1046","NMS9-0925",1,32.85,1.326885478
"1047","ALLS-1039",1,40.22,0.875924284
"1048","MSS9-0915",1,33.45,0.622823566
"1049","UTRM-1008",1,43.58,1.226103384
"1050","TXRF-0002",1,39.57,1.169229584
"1051","FLRO-1025",1,62.13,1.242557028
"1052","CALS-1089",1,33.93,0.44264421
"1053","GARO-1032",1,24.78,0.816712502
"1054","MSLS-1039",1,49.3,1.120370702
"1055","NMLS-1047",1,17.8,0.231339805
"1056","NMRF-0001",1,25.15,1.193188299
"1057","UTS9-0931",1,15.12,0.639514907
"1058","NMRF-0002",1,24.62,1.237867914
"1059","MSSS-1082",1,19.33,0.790212151
"1060","TXRF-0008",1,13.42,0.934195401
"1061","FLLS-1047",1,59.45,0.778406899
"1062","NMRM-1001",1,49.6,1.014852274
"1063","FLS9-0921",2,33.27,1.146640611
"1064","ALLS-1042",1,59.78,1.129392238
"1065","ALR9-0902",1,51.72,0.786935891
"1066","NMR9-0904",1,43.03,1.003297383
"1067","NVR9-0902",1,14.5,0.410545981
"1068","FLSS-1076",1,26.95,0.841812223
"1069","FLR9-0902",2,18.27,0.86194322
"1070","CASS-1215",1,50.72,0.904136137
"1071","NMRO-1030",1,19.55,0.742880532
"1072","AZR9-0913",2,20.63,0.509411057
"1073","NMLS-1044",1,50.43,1.150563693
"1074","TXRM-1015",1,2.38,0.452739126
"1075","GARF-0003",1,78.67,1.085557822
"1076","GARM-1002",1,22.2,0.690763157
"1077","CASS-1278",1,76,1.169213041
"1078","CASS-1339",1,27.57,0.356072644
"1079","FLRM-1001",1,36.4,0.862236025
"1080","NMR9-0902",1,39.7,1.158417527
"1081","NMRM-1005",1,39,1.033084009
"1082","TXRO-1082",1,28.03,1.144328471
"1083","NMS9-0926",2,28.67,0.635511637
"1084","GARF-0001",1,79.15,1.387394148
"1085","SCSS-1058",1,30,0.567749422
"1086","GALS-1052",1,56.57,1.020721108
"1087","GARF-0002",1,30.23,0.923624274
"1088","FLR9-0901",2,13.7,0.703594349
"1089","SCRF-0002",1,40.58,1.288140073
"1090","UTR9-0906",1,46.3,0.389840394
"1091","OKRM-1021",1,9.77,0.129827899
"1092","MIR9-0907",1,46.88,1.230372453
"1093","KYR9-0906",1,17.6,0.404816733
"1094","OHRO-1034",1,63.27,1.283826612
"1095","NDSS-1131",1,41.28,1.296345492
"1096","IAS9-0919",1,11.28,0.881975945
"1097","INS9-0925",1,25.63,0.684529663
"1098","SCSS-1054",1,13.03,0.645101945
"1099","UTR9-0907",1,25.12,0.909682809
"1100","CASS-1226",1,28.65,0.948669432
"1101","SDS9-0944",1,27.35,1.227220884
"1102","WVRM-1001",1,60.85,0.964104126
"1103","MORO-1049",1,43.73,1.012599425
"1104","AZLS-1054",2,21.13,0.514817799
"1105","OKSS-1444",1,24.95,1.287303535
"1106","TXRM-1017",1,2.63,0.281112853
"1107","MOR9-0905",1,36.22,0.820055468
"1108","SCS9-0920",1,44.45,1.342089856
"1109","SDR9-0919",1,30.67,1.010717102
"1110","AZSS-1116",1,63.3,0.620107028
"1111","LAS9-0945",1,30.58,1.009711894
"1112","LAR9-0904",1,9.47,0.695295837
"1113","CASS-1181",1,54.55,1.101990086
"1114","CARO-1043",1,14.23,0.313531656
"1115","MNRM-1004",1,25.87,0.883179126
"1116","MORO-1048",1,60.28,1.036789313
"1117","NDSS-1115",1,34.52,0.923173985
"1118","WVS9-0924",1,53.68,1.210908282
"1119","NDR9-0921",1,18.23,0.883491375
"1120","SCR9-0901",1,30.23,1.198650941
"1121","SCR9-0902",1,59.58,0.939869057
"1122","TXRM-1001",1,20.9,0.370572576
"1123","TXR9-0902",1,49.02,0.740053565
"1124","MSR9-0902",1,30.22,0.684226178
"1125","FLSS-1107",1,20.78,0.720226913
"1126","CORO-1032",1,8.47,0.322562169
"1127","PASS-1165",1,43.33,0.927289321
"1128","CARO-1047",1,28.73,0.349354633
"1129","NDR9-0918",1,22.3,0.576641194
"1130","ORRF-0113",1,73.62,0.900659935
"1131","ORRF-0115",1,77.63,1.060510712
"1132","MOS9-0940",1,26.02,0.655763864
"1133","MSRF-0002",1,50,1.041586296
"1134","OKRF-0101",1,11.8,0.415242065
"1135","VTR9-0902",1,72.93,1.145659271
"1136","WVSS-1042",1,52.32,0.985511358
"1137","IARO-1018",1,23.42,0.963414353
"1138","CORO-1035",1,7.35,0.479188653
"1139","NDSS-1112",1,31.83,1.108527172
"1140","UTRF-0001",1,27.65,0.924654804
"1141","PASS-1164",1,78.03,0.964557317
"1142","SDR9-0913",1,12.65,0.192437398
"1143","CARO-1040",1,18.35,0.450257045
